#Date:2024-04-05 11:40:51
#Class:methylRawDB
#DT:tabix
#SI:ctrl1
#AS:hg18
#CT:CpG
#RS:base
#NR:2377
#DT:tabix
chr21	13664889	13664889	-	271	259	12
chr21	13666397	13666397	-	355	331	24
chr21	13666506	13666506	-	63	57	6
chr21	13666542	13666542	-	64	51	13
chr21	13666552	13666552	+	31	27	4
chr21	13666553	13666553	-	66	60	6
chr21	13666601	13666601	+	30	29	1
chr21	13666602	13666602	-	11	10	1
chr21	13666604	13666604	-	11	10	1
chr21	13666615	13666615	-	11	11	0
chr21	13666619	13666619	-	11	11	0
chr21	13667288	13667288	+	11	8	3
chr21	13667323	13667323	+	10	8	2
chr21	13667332	13667332	+	11	11	0
chr21	13673214	13673214	+	28	28	0
chr21	13673243	13673243	+	26	24	2
chr21	13673262	13673262	+	23	23	0
chr21	13673290	13673290	+	41	37	4
chr21	13673294	13673294	+	41	40	1
chr21	13673295	13673295	-	12	12	0
chr21	13673327	13673327	+	18	0	18
chr21	13673328	13673328	-	12	0	12
chr21	13673341	13673341	-	12	12	0
chr21	13673405	13673405	-	11	10	1
chr21	13673414	13673414	+	38	37	1
chr21	13673415	13673415	-	12	12	0
chr21	13673458	13673458	+	38	34	4
chr21	13673713	13673713	+	19	19	0
chr21	13673740	13673740	+	18	17	1
chr21	13673754	13673754	+	18	10	8
chr21	13673866	13673866	-	11	3	8
chr21	13673900	13673900	+	16	16	0
chr21	13673901	13673901	-	13	13	0
chr21	13673904	13673904	+	16	8	8
chr21	13673927	13673927	+	16	16	0
chr21	13673937	13673937	+	20	20	0
chr21	13673945	13673945	+	20	20	0
chr21	13673964	13673964	+	19	16	3
chr21	13673983	13673983	+	18	17	1
chr21	13674125	13674125	+	44	40	4
chr21	13675001	13675001	+	21	20	1
chr21	13675005	13675005	+	21	4	17
chr21	13675042	13675042	+	20	20	0
chr21	13675047	13675047	+	19	19	0
chr21	13675113	13675113	-	26	25	1
chr21	13722691	13722691	-	11	9	2
chr21	13722718	13722718	+	27	27	0
chr21	13722734	13722734	+	27	26	1
chr21	13722743	13722743	+	27	22	5
chr21	13776930	13776930	+	11	9	2
chr21	13786212	13786212	+	50	35	15
chr21	13808881	13808881	-	32	31	1
chr21	13808910	13808910	+	16	16	0
chr21	13808911	13808911	-	37	37	0
chr21	13866816	13866816	+	17	17	0
chr21	13866838	13866838	+	17	17	0
chr21	13877640	13877640	+	47	30	17
chr21	13877808	13877808	-	49	48	1
chr21	13877816	13877816	+	21	21	0
chr21	13877854	13877854	+	15	12	3
chr21	13877855	13877855	-	11	8	3
chr21	13877896	13877896	-	11	9	2
chr21	13877899	13877899	-	11	11	0
chr21	13878804	13878804	-	12	10	2
chr21	13958077	13958077	-	17	16	1
chr21	13958080	13958080	-	18	18	0
chr21	13958094	13958094	-	19	17	2
chr21	13958107	13958107	-	19	17	2
chr21	13958265	13958265	+	14	13	1
chr21	13958266	13958266	-	59	56	3
chr21	13958466	13958466	+	12	11	1
chr21	13958467	13958467	-	26	0	26
chr21	13958515	13958515	+	12	0	12
chr21	13958516	13958516	-	27	27	0
chr21	13960041	13960041	+	20	18	2
chr21	13960067	13960067	+	19	16	3
chr21	13960069	13960069	+	19	19	0
chr21	13960080	13960080	+	19	17	2
chr21	13960088	13960088	+	18	18	0
chr21	13960744	13960744	-	12	12	0
chr21	13960748	13960748	-	13	11	2
chr21	13960753	13960753	-	13	13	0
chr21	13960772	13960772	-	13	13	0
chr21	13961296	13961296	-	11	11	0
chr21	13961321	13961321	-	11	11	0
chr21	13974282	13974282	+	17	17	0
chr21	13974286	13974286	+	17	17	0
chr21	13974288	13974288	+	17	15	2
chr21	13974325	13974325	+	16	16	0
chr21	13989277	13989277	+	27	25	2
chr21	13989282	13989282	+	27	23	4
chr21	13989284	13989284	+	27	23	4
chr21	13989303	13989303	+	27	19	8
chr21	13989320	13989320	+	25	25	0
chr21	13989384	13989384	-	30	19	11
chr21	13989387	13989387	-	28	19	9
chr21	13989431	13989431	+	31	28	3
chr21	13989432	13989432	-	30	30	0
chr21	13989448	13989448	+	31	30	1
chr21	13989449	13989449	-	30	25	5
chr21	13989451	13989451	+	30	22	8
chr21	13989452	13989452	-	32	25	7
chr21	13989454	13989454	+	31	31	0
chr21	13989455	13989455	-	32	32	0
chr21	13989497	13989497	-	35	33	2
chr21	13990130	13990130	+	51	51	0
chr21	13990159	13990159	+	51	51	0
chr21	13990171	13990171	+	48	48	0
chr21	13990284	13990284	-	32	27	5
chr21	13990302	13990302	-	33	26	7
chr21	13990316	13990316	-	34	33	1
chr21	13990852	13990852	-	16	10	6
chr21	13990874	13990874	-	16	15	1
chr21	13990884	13990884	-	13	7	6
chr21	13990904	13990904	-	14	5	9
chr21	13990906	13990906	-	14	4	10
chr21	13990916	13990916	-	14	7	7
chr21	13990947	13990947	+	35	27	8
chr21	13990954	13990954	+	35	17	18
chr21	13990966	13990966	+	35	17	18
chr21	13990972	13990972	+	33	10	23
chr21	13990993	13990993	+	29	19	10
chr21	13991040	13991040	-	39	14	25
chr21	13991046	13991046	-	39	4	35
chr21	13991062	13991062	-	40	23	16
chr21	13991068	13991068	+	25	18	7
chr21	13991069	13991069	-	40	25	15
chr21	13991085	13991085	+	25	13	12
chr21	13991112	13991112	+	22	14	8
chr21	13991220	13991220	-	47	21	26
chr21	13991229	13991229	-	47	31	16
chr21	13991248	13991248	-	47	37	10
chr21	13991538	13991538	+	12	9	3
chr21	13991545	13991545	+	13	6	7
chr21	13991556	13991556	+	12	3	9
chr21	13991572	13991572	+	12	6	6
chr21	13998967	13998967	+	17	8	9
chr21	13998987	13998987	+	17	3	14
chr21	13999005	13999005	+	17	7	10
chr21	13999011	13999011	+	17	11	6
chr21	13999012	13999012	-	26	6	20
chr21	13999023	13999023	-	29	14	15
chr21	13999031	13999031	-	28	8	20
chr21	13999039	13999039	-	29	7	22
chr21	13999041	13999041	-	29	12	17
chr21	13999059	13999059	-	29	13	16
chr21	13999082	13999082	+	15	6	9
chr21	13999089	13999089	+	15	7	8
chr21	13999095	13999095	+	15	12	3
chr21	13999103	13999103	+	15	12	3
chr21	13999107	13999107	+	15	6	9
chr21	13999114	13999114	+	15	7	8
chr21	13999129	13999129	-	26	8	18
chr21	13999132	13999132	-	26	3	23
chr21	13999142	13999142	-	28	2	26
chr21	13999150	13999150	-	28	6	22
chr21	13999168	13999168	-	28	23	5
chr21	13999192	13999192	+	23	20	3
chr21	13999199	13999199	+	23	20	3
chr21	13999206	13999206	+	23	16	7
chr21	13999210	13999210	+	23	11	12
chr21	13999212	13999212	+	23	12	11
chr21	13999237	13999237	-	21	16	5
chr21	13999239	13999239	-	21	1	20
chr21	13999247	13999247	-	19	1	18
chr21	13999249	13999249	-	20	3	17
chr21	13999252	13999252	-	21	14	7
chr21	13999256	13999256	-	20	10	10
chr21	13999262	13999262	+	16	8	8
chr21	13999263	13999263	-	21	11	10
chr21	13999275	13999275	+	16	6	10
chr21	13999276	13999276	-	24	1	23
chr21	13999277	13999277	+	15	6	9
chr21	13999278	13999278	-	25	2	23
chr21	13999287	13999287	+	16	4	12
chr21	13999288	13999288	-	24	6	18
chr21	13999294	13999294	+	16	15	1
chr21	13999295	13999295	-	28	18	10
chr21	13999299	13999299	+	16	13	3
chr21	13999300	13999300	-	28	21	7
chr21	13999304	13999304	+	10	6	4
chr21	13999305	13999305	-	28	12	16
chr21	13999309	13999309	+	12	12	0
chr21	13999310	13999310	-	28	16	12
chr21	13999313	13999313	+	30	28	2
chr21	13999314	13999314	-	47	19	28
chr21	13999343	13999343	+	26	4	22
chr21	13999344	13999344	-	20	18	2
chr21	13999347	13999347	+	11	7	4
chr21	13999348	13999348	-	20	7	13
chr21	13999362	13999362	+	34	10	24
chr21	13999363	13999363	-	20	20	0
chr21	13999397	13999397	+	17	17	0
chr21	13999401	13999401	+	17	8	9
chr21	13999404	13999404	+	16	7	9
chr21	13999415	13999415	+	16	10	6
chr21	13999446	13999446	+	40	18	22
chr21	13999449	13999449	+	36	9	27
chr21	13999451	13999451	+	35	16	19
chr21	13999456	13999456	+	35	4	31
chr21	13999457	13999457	-	14	4	10
chr21	13999458	13999458	+	35	10	25
chr21	13999459	13999459	-	17	7	10
chr21	13999467	13999467	+	36	13	23
chr21	13999468	13999468	-	17	9	8
chr21	13999475	13999475	+	36	9	27
chr21	13999476	13999476	-	19	8	11
chr21	13999477	13999477	+	36	15	21
chr21	13999478	13999478	-	19	15	4
chr21	13999493	13999493	+	36	8	28
chr21	13999494	13999494	-	19	12	7
chr21	13999509	13999509	+	13	4	9
chr21	13999517	13999517	+	15	6	9
chr21	13999528	13999528	+	12	3	9
chr21	13999533	13999533	+	12	4	8
chr21	13999541	13999541	+	29	14	15
chr21	13999547	13999547	+	16	8	8
chr21	13999551	13999551	+	16	12	4
chr21	13999561	13999561	+	16	7	9
chr21	13999562	13999562	-	24	14	10
chr21	13999566	13999566	+	15	5	10
chr21	13999567	13999567	-	25	22	3
chr21	13999568	13999568	+	16	10	6
chr21	13999569	13999569	-	25	17	8
chr21	13999574	13999574	+	16	8	8
chr21	13999575	13999575	-	27	22	5
chr21	13999587	13999587	+	15	14	1
chr21	13999588	13999588	-	27	25	2
chr21	13999610	13999610	-	27	26	1
chr21	13999937	13999937	+	25	25	0
chr21	13999971	13999971	+	24	15	9
chr21	14000056	14000056	+	25	25	0
chr21	14000092	14000092	+	25	23	2
chr21	14017672	14017672	-	16	2	14
chr21	14017676	14017676	-	16	4	12
chr21	14017680	14017680	-	16	4	12
chr21	14017684	14017684	-	15	6	9
chr21	14017688	14017688	-	16	6	10
chr21	14017690	14017690	-	16	5	11
chr21	14017696	14017696	-	16	5	11
chr21	14017700	14017700	-	16	9	7
chr21	14017703	14017703	-	16	2	14
chr21	14017707	14017707	-	16	6	10
chr21	14017772	14017772	-	19	8	11
chr21	14017775	14017775	-	19	11	8
chr21	14017778	14017778	-	19	10	9
chr21	14017781	14017781	-	19	15	4
chr21	14017784	14017784	-	19	6	13
chr21	14017795	14017795	+	12	8	4
chr21	14017796	14017796	-	19	17	2
chr21	14017821	14017821	+	12	8	4
chr21	14017822	14017822	-	21	4	17
chr21	14017831	14017831	+	11	1	10
chr21	14017832	14017832	-	21	4	17
chr21	14017835	14017835	-	21	8	13
chr21	14017929	14017929	-	20	5	15
chr21	14017936	14017936	-	20	6	14
chr21	14017945	14017945	-	20	15	5
chr21	14017999	14017999	-	10	7	3
chr21	14018024	14018024	-	10	1	9
chr21	14018027	14018027	+	15	12	3
chr21	14018028	14018028	-	10	6	4
chr21	14018046	14018046	+	14	2	12
chr21	14018050	14018050	+	15	2	13
chr21	14018053	14018053	+	15	5	10
chr21	14018056	14018056	+	15	7	8
chr21	14018224	14018224	+	25	23	2
chr21	14018261	14018261	+	23	5	18
